datetime,hour,weekday,is_weekend,is_holiday,temperature,humidity,wind_speed,solar_radiation,total_demand,price_electricity,price_lag_1,price_lag_24,price_lag_168
2023-01-12 21:00:00,21,3,0,0,-4.291822197070512,83.46681702306331,43.49120044435157,119.20891141395673,5749.782791529862,88.38029608639637,185.0239560669928,187.77956776786772,141.62658635364107
2023-01-12 21:00:00,21,3,0,0,24.98106435231639,55.93055077216488,29.296861484375334,748.5378626845845,5477.936910156426,173.80283192479646,88.38029608639637,81.62028543934784,193.34934350292306
2023-01-12 23:00:00,23,3,0,0,18.730378807015093,21.05752119113931,20.451356045732417,961.9429670527364,5020.381504692381,159.51327671539752,173.80283192479646,130.51310542634747,149.42164043746473
2023-01-13 01:00:00,1,4,0,0,1.0294797212467355,64.85133515152118,36.94857659766448,641.8607787630199,3614.781348349683,71.01140655541334,159.51327671539752,75.95805316788253,134.43081132410106
2023-01-13 06:00:00,6,4,0,0,12.040032420096377,79.11894629985122,26.992176127135114,675.219647539632,8749.720405044318,84.91255593252495,71.01140655541334,137.57942046928792,153.59155343609245
2023-01-13 06:00:00,6,4,0,0,13.316983194435913,32.433387361864156,14.30560116139315,786.2498282487278,3919.2532153770117,191.49141511544573,84.91255593252495,59.16715435346941,195.3363631427983
2023-01-13 09:00:00,9,4,0,0,-3.9607082509687874,69.57371565807756,21.339796803157977,780.062742345946,7631.830918943814,121.10387520915015,191.49141511544573,139.3432516746157,158.7664810012827
2023-01-13 10:00:00,10,4,0,0,21.918016009854746,36.54827712671802,19.322418722717245,555.002472376395,3301.066029991107,185.74365386214075,121.10387520915015,150.98889608701654,66.27757808208622
2023-01-13 13:00:00,13,4,0,0,10.485220358845933,74.87386664110636,30.194765007238612,200.79826431886084,4811.301129039735,120.95712566923183,185.74365386214075,81.12397802072687,98.73078216001502
2023-01-13 13:00:00,13,4,0,0,31.219579099653025,72.41874319232957,27.71073576594414,764.0867829913307,2181.7128899973454,190.16010470211924,120.95712566923183,58.9063462896642,192.98621199779635
2023-01-13 14:00:00,14,4,0,0,0.21822546205575666,36.20056413243972,46.01667808361337,651.665995687557,3750.1677807546985,50.333048301529324,190.16010470211924,162.61108412175363,198.86182747368946
2023-01-13 14:00:00,14,4,0,1,21.967974997714425,86.90682202220621,4.392850679067278,271.9408028130017,6057.417286148611,77.57829146049545,50.333048301529324,84.1794612508912,101.6859214553684
2023-01-13 17:00:00,17,4,0,0,23.26118529212764,71.97990775197192,18.99709042090143,260.21893232485706,6974.084387742109,85.26068493633198,77.57829146049545,119.72941974847353,154.26126181323178
